05/01/2012	200.00
05/01/2012	
06/01/2012	200.00
06/01/2012	200.00
06/01/2012	
07/01/2012	200.00
07/01/2012	200.00
07/01/2012	
08/01/2012	200.00
08/01/2012	200.00
08/01/2012	
09/01/2012	200.00
09/01/2012	200.00
09/01/2012	
10/01/2012	200.00
10/01/2012	200.00
10/01/2012	
11/01/2012	200.00
11/01/2012	200.00
11/01/2012	
12/01/2012	200.00
12/01/2012	200.00
12/01/2012	
13/01/2012	191.83
13/01/2012	200.00
13/01/2012	
14/01/2012	170.67
14/01/2012	200.00
14/01/2012	
15/01/2012	180.54
15/01/2012	200.00
15/01/2012	
16/01/2012	199.92
16/01/2012	200.00
16/01/2012	
17/01/2012	200.00
17/01/2012	200.00
17/01/2012	
18/01/2012	200.00
18/01/2012	200.00
18/01/2012	
19/01/2012	200.00
19/01/2012	200.00
19/01/2012	
20/01/2012	200.00
20/01/2012	200.00
20/01/2012	
21/01/2012	200.00
21/01/2012	200.00
21/01/2012	
22/01/2012	200.00
22/01/2012	200.00
22/01/2012	
23/01/2012	200.00
23/01/2012	200.00
23/01/2012	
24/01/2012	90.79
24/01/2012	42.21
24/01/2012	
25/01/2012	23.00
25/01/2012	43.92
25/01/2012	
26/01/2012	29.00
26/01/2012	61.75
26/01/2012	
27/01/2012	35.83
27/01/2012	73.92
27/01/2012	
28/01/2012	44.79
28/01/2012	85.92
28/01/2012	
29/01/2012	51.50
29/01/2012	100.17
29/01/2012	
30/01/2012	57.33
30/01/2012	123.50
30/01/2012	
31/01/2012	67.92
31/01/2012	160.46
31/01/2012	
01/02/2012	83.46
01/02/2012	196.17
01/02/2012	
02/02/2012	105.92
02/02/2012	200.00
02/02/2012	
03/02/2012	138.00
03/02/2012	200.00
03/02/2012	
04/02/2012	164.83
04/02/2012	200.00
04/02/2012	
05/02/2012	189.04
05/02/2012	200.00
05/02/2012	
06/02/2012	198.54
06/02/2012	200.00
06/02/2012	
07/02/2012	200.00
07/02/2012	200.00
07/02/2012	
08/02/2012	200.00
08/02/2012	200.00
08/02/2012	
09/02/2012	200.00
09/02/2012	200.00
09/02/2012	
10/02/2012	200.00
10/02/2012	200.00
10/02/2012	
11/02/2012	200.00
11/02/2012	200.00
11/02/2012	
12/02/2012	200.00
12/02/2012	200.00
12/02/2012	
13/02/2012	200.00
13/02/2012	200.00
13/02/2012	
14/02/2012	200.00
14/02/2012	200.00
14/02/2012	
15/02/2012	200.00
15/02/2012	200.00
15/02/2012	
16/02/2012	200.00
16/02/2012	200.00
16/02/2012	
17/02/2012	200.00
17/02/2012	200.00
17/02/2012	
18/02/2012	200.00
18/02/2012	200.00
18/02/2012	
19/02/2012	200.00
19/02/2012	200.00
19/02/2012	
20/02/2012	200.00
20/02/2012	200.00
20/02/2012	
21/02/2012	33.92
21/02/2012	200.00
21/02/2012	
22/02/2012	12.60
22/02/2012	200.00
22/02/2012	
23/02/2012	16.79
23/02/2012	200.00
23/02/2012	
24/02/2012	18.92
24/02/2012	200.00
24/02/2012	
25/02/2012	20.38
25/02/2012	200.00
25/02/2012	
26/02/2012	21.58
26/02/2012	200.00
26/02/2012	
27/02/2012	22.79
27/02/2012	200.00
27/02/2012	
28/02/2012	23.63
28/02/2012	200.00
28/02/2012	
29/02/2012	6.17
29/02/2012	145.79
29/02/2012	
01/03/2012	0.00
01/03/2012	9.13
01/03/2012	
02/03/2012	0.00
02/03/2012	10.50
02/03/2012	
03/03/2012	0.92
03/03/2012	11.67
03/03/2012	
04/03/2012	5.50
04/03/2012	13.42
04/03/2012	
05/03/2012	10.79
05/03/2012	14.67
05/03/2012	
06/03/2012	2.96
06/03/2012	11.00
06/03/2012	
07/03/2012	0.54
07/03/2012	9.63
07/03/2012	
08/03/2012	0.00
08/03/2012	9.00
08/03/2012	
09/03/2012	0.00
09/03/2012	8.25
09/03/2012	
10/03/2012	0.00
10/03/2012	9.00
10/03/2012	
11/03/2012	0.00
11/03/2012	9.50
11/03/2012	
12/03/2012	0.00
12/03/2012	10.46
12/03/2012	
13/03/2012	0.75
13/03/2012	10.08
13/03/2012	
14/03/2012	0.00
14/03/2012	8.08
14/03/2012	
15/03/2012	0.00
15/03/2012	6.92
15/03/2012	
16/03/2012	0.00
16/03/2012	7.83
16/03/2012	
17/03/2012	0.00
17/03/2012	9.00
17/03/2012	
18/03/2012	1.08
18/03/2012	9.92
18/03/2012	
19/03/2012	3.46
19/03/2012	10.58
19/03/2012	
20/03/2012	3.04
20/03/2012	9.63
20/03/2012	
21/03/2012	0.75
21/03/2012	9.00
21/03/2012	
22/03/2012	0.33
22/03/2012	9.00
22/03/2012	
23/03/2012	1.17
23/03/2012	9.00
23/03/2012	
24/03/2012	4.42
24/03/2012	9.75
24/03/2012	
25/03/2012	10.46
25/03/2012	10.92
25/03/2012	
26/03/2012	2.71
26/03/2012	9.21
26/03/2012	
27/03/2012	2.00
27/03/2012	9.00
27/03/2012	
28/03/2012	3.67
28/03/2012	9.00
28/03/2012	
29/03/2012	10.42
29/03/2012	9.79
29/03/2012	
30/03/2012	17.21
30/03/2012	11.00
30/03/2012	
31/03/2012	22.21
31/03/2012	11.50
31/03/2012	
01/04/2012	27.42
01/04/2012	12.29
01/04/2012	
02/04/2012	31.88
02/04/2012	13.00
02/04/2012	
03/04/2012	35.38
03/04/2012	13.83
03/04/2012	
04/04/2012	39.50
04/04/2012	15.71
04/04/2012	
05/04/2012	12.00
05/04/2012	11.83
05/04/2012	
06/04/2012	5.25
06/04/2012	11.00
06/04/2012	
07/04/2012	10.71
07/04/2012	11.58
07/04/2012	
08/04/2012	17.92
08/04/2012	12.54
08/04/2012	
09/04/2012	21.92
09/04/2012	13.92
09/04/2012	
10/04/2012	23.96
10/04/2012	14.67
10/04/2012	
11/04/2012	25.71
11/04/2012	15.79
11/04/2012	
12/04/2012	28.63
12/04/2012	17.92
12/04/2012	
13/04/2012	32.38
13/04/2012	19.00
13/04/2012	
14/04/2012	34.13
14/04/2012	20.67
14/04/2012	
15/04/2012	38.00
15/04/2012	22.92
15/04/2012	
16/04/2012	42.13
16/04/2012	25.75
16/04/2012	
17/04/2012	46.88
17/04/2012	28.50
17/04/2012	
18/04/2012	50.58
18/04/2012	32.04
18/04/2012	
19/04/2012	52.79
19/04/2012	33.33
19/04/2012	
20/04/2012	54.88
20/04/2012	35.71
20/04/2012	
21/04/2012	57.67
21/04/2012	39.79
21/04/2012	
22/04/2012	62.58
22/04/2012	43.92
22/04/2012	
23/04/2012	66.29
23/04/2012	47.58
23/04/2012	
24/04/2012	68.83
24/04/2012	49.29
24/04/2012	
25/04/2012	71.79
25/04/2012	50.88
25/04/2012	
26/04/2012	74.04
26/04/2012	53.96
26/04/2012	
27/04/2012	76.92
27/04/2012	57.13
27/04/2012	
28/04/2012	78.00
28/04/2012	60.21
28/04/2012	
29/04/2012	80.79
29/04/2012	61.58
29/04/2012	
30/04/2012	82.83
30/04/2012	64.25
30/04/2012	
01/05/2012	82.92
01/05/2012	67.13
01/05/2012	
02/05/2012	83.83
02/05/2012	70.96
02/05/2012	
03/05/2012	83.50
03/05/2012	74.38
03/05/2012	
04/05/2012	82.17
04/05/2012	77.17
04/05/2012	
05/05/2012	82.17
05/05/2012	78.42
05/05/2012	
06/05/2012	83.00
06/05/2012	80.33
06/05/2012	
07/05/2012	83.58
07/05/2012	82.54
07/05/2012	
08/05/2012	84.25
08/05/2012	84.58
08/05/2012	
09/05/2012	85.29
09/05/2012	87.33
09/05/2012	
10/05/2012	87.08
10/05/2012	89.54
10/05/2012	
11/05/2012	91.71
11/05/2012	92.75
11/05/2012	
12/05/2012	96.42
12/05/2012	96.92
12/05/2012	
13/05/2012	101.67
13/05/2012	102.00
13/05/2012	
14/05/2012	104.92
14/05/2012	107.00
14/05/2012	
15/05/2012	107.83
15/05/2012	111.67
15/05/2012	
16/05/2012	108.67
16/05/2012	116.42
16/05/2012	
17/05/2012	110.63
17/05/2012	119.54
17/05/2012	
18/05/2012	114.00
18/05/2012	123.83
18/05/2012	
19/05/2012	116.00
19/05/2012	127.00
19/05/2012	
20/05/2012	116.50
20/05/2012	129.50
20/05/2012	
21/05/2012	107.13
21/05/2012	130.00
21/05/2012	
22/05/2012	93.58
22/05/2012	130.00
22/05/2012	
23/05/2012	87.50
23/05/2012	130.00
23/05/2012	
24/05/2012	83.29
24/05/2012	130.00
24/05/2012	
25/05/2012	79.42
25/05/2012	130.00
25/05/2012	
26/05/2012	77.50
26/05/2012	129.33
26/05/2012	
27/05/2012	75.50
27/05/2012	128.00
27/05/2012	
28/05/2012	73.71
28/05/2012	128.00
28/05/2012	
29/05/2012	71.21
29/05/2012	127.63
29/05/2012	
30/05/2012	73.83
30/05/2012	127.38
30/05/2012	
31/05/2012	77.46
31/05/2012	128.00
31/05/2012	
01/06/2012	78.75
01/06/2012	129.58
01/06/2012	
02/06/2012	79.21
02/06/2012	130.50
02/06/2012	
03/06/2012	81.79
03/06/2012	133.25
03/06/2012	
04/06/2012	84.79
04/06/2012	136.33
04/06/2012	
05/06/2012	88.75
05/06/2012	138.63
05/06/2012	
06/06/2012	92.38
06/06/2012	142.88
06/06/2012	
07/06/2012	97.25
07/06/2012	147.25
07/06/2012	
08/06/2012	99.83
08/06/2012	150.75
08/06/2012	
09/06/2012	99.83
09/06/2012	153.75
09/06/2012	
10/06/2012	98.58
10/06/2012	156.00
10/06/2012	
11/06/2012	97.25
11/06/2012	157.50
11/06/2012	
12/06/2012	93.83
12/06/2012	158.88
12/06/2012	
13/06/2012	88.33
13/06/2012	156.00
13/06/2012	
14/06/2012	86.17
14/06/2012	153.50
14/06/2012	
15/06/2012	85.71
15/06/2012	150.38
15/06/2012	
16/06/2012	88.50
16/06/2012	148.50
16/06/2012	
17/06/2012	91.88
17/06/2012	147.00
17/06/2012	
18/06/2012	93.42
18/06/2012	149.75
18/06/2012	
19/06/2012	94.17
19/06/2012	150.75
19/06/2012	
20/06/2012	94.17
20/06/2012	153.00
20/06/2012	
21/06/2012	95.25
21/06/2012	153.13
21/06/2012	
22/06/2012	97.67
22/06/2012	156.00
22/06/2012	
23/06/2012	97.33
23/06/2012	157.63
23/06/2012	
24/06/2012	95.58
24/06/2012	159.00
24/06/2012	
25/06/2012	94.58
25/06/2012	159.00
25/06/2012	
26/06/2012	94.58
26/06/2012	156.38
26/06/2012	
27/06/2012	91.75
27/06/2012	156.00
27/06/2012	
28/06/2012	88.25
28/06/2012	153.88
28/06/2012	
29/06/2012	87.08
29/06/2012	150.38
29/06/2012	
30/06/2012	87.25
30/06/2012	147.63
30/06/2012	
01/07/2012	84.63
01/07/2012	145.25
01/07/2012	
02/07/2012	85.63
02/07/2012	142.25
02/07/2012	
03/07/2012	91.71
03/07/2012	141.00
03/07/2012	
04/07/2012	93.08
04/07/2012	143.38
04/07/2012	
05/07/2012	96.08
05/07/2012	146.13
05/07/2012	
06/07/2012	99.92
06/07/2012	149.13
06/07/2012	
07/07/2012	103.17
07/07/2012	152.63
07/07/2012	
08/07/2012	103.67
08/07/2012	155.88
08/07/2012	
09/07/2012	103.50
09/07/2012	158.88
09/07/2012	
10/07/2012	103.83
10/07/2012	159.50
10/07/2012	
11/07/2012	106.33
11/07/2012	162.00
11/07/2012	
12/07/2012	107.17
12/07/2012	164.13
12/07/2012	
13/07/2012	106.83
13/07/2012	165.00
13/07/2012	
14/07/2012	106.33
14/07/2012	165.33
14/07/2012	
15/07/2012	107.50
15/07/2012	168.00
15/07/2012	
16/07/2012	107.92
16/07/2012	169.00
16/07/2012	
17/07/2012	109.92
17/07/2012	169.00
17/07/2012	
18/07/2012	110.63
18/07/2012	169.00
18/07/2012	
19/07/2012	107.50
19/07/2012	169.00
19/07/2012	
20/07/2012	105.17
20/07/2012	169.00
20/07/2012	
21/07/2012	103.25
21/07/2012	166.00
21/07/2012	
22/07/2012	104.08
22/07/2012	165.00
22/07/2012	
23/07/2012	105.17
23/07/2012	163.00
23/07/2012	
24/07/2012	103.92
24/07/2012	162.00
24/07/2012	
25/07/2012	107.25
25/07/2012	162.00
25/07/2012	
26/07/2012	108.79
26/07/2012	162.00
26/07/2012	
27/07/2012	109.46
27/07/2012	162.00
27/07/2012	
28/07/2012	109.21
28/07/2012	162.00
28/07/2012	
29/07/2012	108.50
29/07/2012	162.00
29/07/2012	
30/07/2012	112.96
30/07/2012	162.63
30/07/2012	
31/07/2012	114.83
31/07/2012	165.00
31/07/2012	
01/08/2012	114.33
01/08/2012	165.00
01/08/2012	
02/08/2012	108.96
02/08/2012	165.00
02/08/2012	
03/08/2012	104.33
03/08/2012	161.75
03/08/2012	
04/08/2012	105.00
04/08/2012	159.00
04/08/2012	
05/08/2012	106.83
05/08/2012	159.00
05/08/2012	
06/08/2012	108.00
06/08/2012	156.38
06/08/2012	
07/08/2012	105.83
07/08/2012	156.00
07/08/2012	
08/08/2012	107.92
08/08/2012	156.00
08/08/2012	
09/08/2012	107.71
09/08/2012	156.00
09/08/2012	
10/08/2012	105.08
10/08/2012	155.00
10/08/2012	
11/08/2012	100.58
11/08/2012	152.13
11/08/2012	
12/08/2012	87.46
12/08/2012	148.63
12/08/2012	
13/08/2012	81.46
13/08/2012	147.00
13/08/2012	
14/08/2012	80.67
14/08/2012	149.13
14/08/2012	
15/08/2012	49.63
15/08/2012	143.50
15/08/2012	
16/08/2012	39.58
16/08/2012	141.25
16/08/2012	
17/08/2012	34.67
17/08/2012	129.58
17/08/2012	
18/08/2012	15.04
18/08/2012	17.54
18/08/2012	
19/08/2012	15.00
19/08/2012	17.92
19/08/2012	
20/08/2012	15.00
20/08/2012	18.71
20/08/2012	
21/08/2012	15.96
21/08/2012	19.50
21/08/2012	
22/08/2012	16.04
22/08/2012	20.00
22/08/2012	
23/08/2012	17.54
23/08/2012	20.75
23/08/2012	
24/08/2012	18.67
24/08/2012	21.21
24/08/2012	
25/08/2012	20.04
25/08/2012	22.21
25/08/2012	
26/08/2012	21.00
26/08/2012	23.17
26/08/2012	
27/08/2012	21.96
27/08/2012	24.33
27/08/2012	
28/08/2012	22.88
28/08/2012	25.00
28/08/2012	
29/08/2012	22.65
29/08/2012	25.04
29/08/2012	4.93
30/08/2012	22.96
30/08/2012	25.21
30/08/2012	6.96
31/08/2012	23.00
31/08/2012	26.00
31/08/2012	15.58
01/09/2012	23.13
01/09/2012	26.00
01/09/2012	18.67
02/09/2012	23.29
02/09/2012	26.00
02/09/2012	19.00
03/09/2012	24.00
03/09/2012	26.00
03/09/2012	18.50
04/09/2012	25.00
04/09/2012	26.17
04/09/2012	18.00
05/09/2012	26.67
05/09/2012	26.96
05/09/2012	18.00
06/09/2012	18.71
06/09/2012	18.58
06/09/2012	7.63
07/09/2012	14.00
07/09/2012	14.67
07/09/2012	3.13
08/09/2012	14.21
08/09/2012	15.67
08/09/2012	10.42
09/09/2012	15.00
09/09/2012	16.25
09/09/2012	11.83
10/09/2012	16.38
10/09/2012	17.25
10/09/2012	12.00
11/09/2012	18.13
11/09/2012	18.00
11/09/2012	12.00
12/09/2012	20.54
12/09/2012	18.75
12/09/2012	12.00
13/09/2012	23.46
13/09/2012	19.96
13/09/2012	12.00
14/09/2012	27.00
14/09/2012	21.33
14/09/2012	12.00
15/09/2012	30.54
15/09/2012	22.42
15/09/2012	12.00
16/09/2012	33.79
16/09/2012	23.46
16/09/2012	12.00
17/09/2012	37.46
17/09/2012	24.96
17/09/2012	12.00
18/09/2012	41.58
18/09/2012	25.38
18/09/2012	12.00
19/09/2012	45.92
19/09/2012	27.33
19/09/2012	
20/09/2012	49.63
20/09/2012	28.67
20/09/2012	
21/09/2012	52.21
21/09/2012	30.29
21/09/2012	
22/09/2012	55.08
22/09/2012	31.50
22/09/2012	
23/09/2012	57.38
23/09/2012	33.46
23/09/2012	
24/09/2012	60.92
24/09/2012	35.08
24/09/2012	
25/09/2012	65.54
25/09/2012	37.79
25/09/2012	
26/09/2012	69.54
26/09/2012	39.50
26/09/2012	
27/09/2012	72.42
27/09/2012	41.96
27/09/2012	
28/09/2012	73.92
28/09/2012	44.92
28/09/2012	
29/09/2012	74.92
29/09/2012	47.88
29/09/2012	
30/09/2012	75.83
30/09/2012	50.92
30/09/2012	
01/10/2012	77.38
01/10/2012	54.88
01/10/2012	
02/10/2012	80.63
02/10/2012	58.92
02/10/2012	
03/10/2012	85.54
03/10/2012	60.08
03/10/2012	
04/10/2012	90.83
04/10/2012	62.92
04/10/2012	
05/10/2012	94.08
05/10/2012	65.96
05/10/2012	
06/10/2012	34.33
06/10/2012	28.21
06/10/2012	
07/10/2012	10.92
07/10/2012	12.25
07/10/2012	
08/10/2012	8.50
08/10/2012	12.04
08/10/2012	
09/10/2012	6.33
09/10/2012	12.00
09/10/2012	
10/10/2012	4.96
10/10/2012	12.00
10/10/2012	
11/10/2012	4.00
11/10/2012	12.00
11/10/2012	16.31
12/10/2012	3.42
12/10/2012	12.00
12/10/2012	1.00
13/10/2012	3.50
13/10/2012	12.21
13/10/2012	1.00
14/10/2012	7.00
14/10/2012	13.00
14/10/2012	1.38
15/10/2012	9.83
15/10/2012	12.50
15/10/2012	1.88
16/10/2012	9.00
16/10/2012	11.96
16/10/2012	1.00
17/10/2012	8.17
17/10/2012	12.00
17/10/2012	1.00
18/10/2012	9.42
18/10/2012	12.00
18/10/2012	1.00
19/10/2012	12.17
19/10/2012	12.92
19/10/2012	2.13
20/10/2012	11.04
20/10/2012	13.00
20/10/2012	2.50
21/10/2012	7.83
21/10/2012	13.00
21/10/2012	2.13
22/10/2012	6.75
22/10/2012	12.13
22/10/2012	1.04
23/10/2012	7.50
23/10/2012	11.00
23/10/2012	0.88
24/10/2012	9.50
24/10/2012	11.96
24/10/2012	1.04
25/10/2012	12.38
25/10/2012	12.50
25/10/2012	1.71
26/10/2012	16.63
26/10/2012	13.42
26/10/2012	3.04
27/10/2012	20.88
27/10/2012	14.42
27/10/2012	3.38
28/10/2012	24.58
28/10/2012	15.79
28/10/2012	3.71
29/10/2012	27.79
29/10/2012	17.33
29/10/2012	4.25
30/10/2012	31.00
30/10/2012	18.75
30/10/2012	4.71
31/10/2012	33.96
31/10/2012	20.79
31/10/2012	5.75
01/11/2012	37.96
01/11/2012	22.71
01/11/2012	6.00
02/11/2012	41.54
02/11/2012	25.08
02/11/2012	6.46
03/11/2012	45.67
03/11/2012	28.50
03/11/2012	7.50
04/11/2012	49.13
04/11/2012	32.75
04/11/2012	8.00
05/11/2012	51.58
05/11/2012	38.54
05/11/2012	8.00
06/11/2012	53.54
06/11/2012	45.29
06/11/2012	8.67
07/11/2012	55.54
07/11/2012	51.83
07/11/2012	9.50
08/11/2012	57.92
08/11/2012	57.29
08/11/2012	10.54
09/11/2012	55.00
09/11/2012	61.33
09/11/2012	6.96
10/11/2012	13.00
10/11/2012	27.50
10/11/2012	0.08
11/11/2012	9.50
11/11/2012	14.00
11/11/2012	0.04
12/11/2012	8.33
12/11/2012	15.21
12/11/2012	0.46
13/11/2012	9.00
13/11/2012	18.17
13/11/2012	3.21
14/11/2012	12.00
14/11/2012	21.58
14/11/2012	6.96
15/11/2012	15.38
15/11/2012	24.21
15/11/2012	8.46
16/11/2012	19.00
16/11/2012	25.63
16/11/2012	9.00
17/11/2012	22.21
17/11/2012	27.25
17/11/2012	9.75
18/11/2012	24.63
18/11/2012	28.29
18/11/2012	10.00
19/11/2012	27.33
19/11/2012	29.50
19/11/2012	10.38
20/11/2012	30.25
20/11/2012	30.75
20/11/2012	11.00
21/11/2012	33.08
21/11/2012	33.13
21/11/2012	11.00
22/11/2012	23.46
22/11/2012	34.08
22/11/2012	3.79
23/11/2012	11.00
23/11/2012	32.83
23/11/2012	1.00
24/11/2012	12.58
24/11/2012	32.71
24/11/2012	1.00
25/11/2012	18.04
25/11/2012	33.33
25/11/2012	3.13
26/11/2012	22.71
26/11/2012	34.29
26/11/2012	6.00
27/11/2012	26.88
27/11/2012	35.54
27/11/2012	7.75
28/11/2012	31.13
28/11/2012	37.63
28/11/2012	8.58
29/11/2012	34.92
29/11/2012	39.42
29/11/2012	9.29
30/11/2012	38.29
30/11/2012	41.29
30/11/2012	10.00
01/12/2012	41.29
01/12/2012	43.58
01/12/2012	10.17
02/12/2012	44.33
02/12/2012	46.33
02/12/2012	10.71
03/12/2012	36.29
03/12/2012	47.96
03/12/2012	6.42
04/12/2012	11.80
04/12/2012	24.88
04/12/2012	1.00
05/12/2012	8.00
05/12/2012	13.50
05/12/2012	1.00
06/12/2012	11.96
06/12/2012	14.79
06/12/2012	1.00
07/12/2012	7.25
07/12/2012	13.21
07/12/2012	1.00
08/12/2012	8.25
08/12/2012	13.79
08/12/2012	1.00
09/12/2012	14.67
09/12/2012	16.00
09/12/2012	1.00
10/12/2012	22.04
10/12/2012	18.75
10/12/2012	2.47
11/12/2012	28.21
11/12/2012	21.63
11/12/2012	5.94
12/12/2012	32.04
12/12/2012	23.71
12/12/2012	6.29
13/12/2012	36.17
13/12/2012	26.79
13/12/2012	7.38
14/12/2012	40.79
14/12/2012	30.71
14/12/2012	8.00
15/12/2012	44.25
15/12/2012	36.46
15/12/2012	9.00
16/12/2012	46.96
16/12/2012	42.21
16/12/2012	9.07
17/12/2012	50.38
17/12/2012	46.67
17/12/2012	8.00
18/12/2012	25.88
18/12/2012	27.83
18/12/2012	4.05
19/12/2012	11.33
19/12/2012	14.25
19/12/2012	1.30
20/12/2012	11.08
20/12/2012	13.40
20/12/2012	3.00
21/12/2012	9.08
21/12/2012	13.00
21/12/2012	3.00
22/12/2012	8.17
22/12/2012	13.63
22/12/2012	3.00
23/12/2012	11.92
23/12/2012	17.25
23/12/2012	2.00
24/12/2012	16.25
24/12/2012	20.75
24/12/2012	
25/12/2012	21.46
25/12/2012	23.75
25/12/2012	
26/12/2012	26.30
26/12/2012	27.10
26/12/2012	
27/12/2012	32.38
27/12/2012	33.00
27/12/2012	
28/12/2012	34.96
28/12/2012	35.88
28/12/2012	
29/12/2012	39.42
29/12/2012	42.04
29/12/2012	
30/12/2012	
30/12/2012	
30/12/2012	10.00
31/12/2012	39.00
31/12/2012	46.00
31/12/2012	
01/01/2013	40.96
01/01/2013	47.96
01/01/2013	
02/01/2013	44.27
02/01/2013	52.73
02/01/2013	
03/01/2013	47.21
03/01/2013	57.71
03/01/2013	
04/01/2013	50.36
04/01/2013	63.09
04/01/2013	
05/01/2013	53.06
05/01/2013	66.12
05/01/2013	
06/01/2013	
06/01/2013	
06/01/2013	
07/01/2013	54.10
07/01/2013	69.40
07/01/2013	
08/01/2013	54.75
08/01/2013	71.50
08/01/2013	
09/01/2013	55.75
09/01/2013	73.50
09/01/2013	
10/01/2013	57.54
10/01/2013	76.83
10/01/2013	
11/01/2013	60.00
11/01/2013	79.43
11/01/2013	
12/01/2013	62.21
12/01/2013	82.17
12/01/2013	
13/01/2013	66.69
13/01/2013	87.31
13/01/2013	
14/01/2013	69.91
14/01/2013	95.64
14/01/2013	
15/01/2013	74.50
15/01/2013	102.00
15/01/2013	
16/01/2013	80.63
16/01/2013	113.67
16/01/2013	
17/01/2013	90.00
17/01/2013	129.29
17/01/2013	
18/01/2013	100.78
18/01/2013	148.33
18/01/2013	
19/01/2013	122.17
19/01/2013	180.67
19/01/2013	
20/01/2013	134.21
20/01/2013	194.08
20/01/2013	
21/01/2013	150.50
21/01/2013	200.00
21/01/2013	
22/01/2013	162.50
22/01/2013	200.00
22/01/2013	
23/01/2013	175.17
23/01/2013	200.00
23/01/2013	
24/01/2013	186.63
24/01/2013	200.00
24/01/2013	
25/01/2013	194.83
25/01/2013	200.00
25/01/2013	
26/01/2013	199.79
26/01/2013	200.00
26/01/2013	
27/01/2013	200.00
27/01/2013	200.00
27/01/2013	
28/01/2013	200.00
28/01/2013	200.00
28/01/2013	
29/01/2013	200.00
29/01/2013	200.00
29/01/2013	
30/01/2013	200.00
30/01/2013	200.00
30/01/2013	
31/01/2013	98.29
31/01/2013	200.00
31/01/2013	
01/02/2013	44.53
01/02/2013	200.00
01/02/2013	
02/02/2013	53.42
02/02/2013	200.00
02/02/2013	
03/02/2013	56.92
03/02/2013	200.00
03/02/2013	
04/02/2013	62.08
04/02/2013	200.00
04/02/2013	
05/02/2013	65.21
05/02/2013	200.00
05/02/2013	
06/02/2013	68.21
06/02/2013	200.00
06/02/2013	
07/02/2013	71.38
07/02/2013	200.00
07/02/2013	
08/02/2013	73.25
08/02/2013	200.00
08/02/2013	
09/02/2013	75.63
09/02/2013	200.00
09/02/2013	
10/02/2013	77.75
10/02/2013	200.00
10/02/2013	
11/02/2013	80.20
11/02/2013	200.00
11/02/2013	
12/02/2013	
12/02/2013	200.00
12/02/2013	
13/02/2013	85.00
13/02/2013	200.00
13/02/2013	
14/02/2013	91.83
14/02/2013	200.00
14/02/2013	
15/02/2013	105.58
15/02/2013	200.00
15/02/2013	
16/02/2013	128.63
16/02/2013	200.00
16/02/2013	
17/02/2013	57.29
17/02/2013	103.00
17/02/2013	
18/02/2013	12.63
18/02/2013	23.54
18/02/2013	
19/02/2013	11.76
19/02/2013	20.80
19/02/2013	
20/02/2013	11.42
20/02/2013	20.63
20/02/2013	
21/02/2013	12.83
21/02/2013	23.08
21/02/2013	
22/02/2013	13.00
22/02/2013	26.17
22/02/2013	
23/02/2013	13.00
23/02/2013	28.75
23/02/2013	
24/02/2013	13.38
24/02/2013	26.92
24/02/2013	
25/02/2013	12.71
25/02/2013	24.04
25/02/2013	
26/02/2013	13.17
26/02/2013	27.50
26/02/2013	
27/02/2013	15.50
27/02/2013	31.38
27/02/2013	
28/02/2013	18.79
28/02/2013	35.63
28/02/2013	
01/03/2013	20.88
